    0      0      0     0     1
    0      0      0     1     2
    0      0      0     2     3
    1     -1      0     0     4
    1     -1      0     1     5
    1     -1      0     2     6
    1      0      0     0     7
    1      0      0     1     8
    1      0      0     2     9
    1      1      0     0    10
    1      1      0     1    11
    1      1      0     2    12
    2     -2      0     0    13
    2     -2      0     1    14
    2     -2      0     2    15
    2     -1      0     0    16
    2     -1      0     1    17
    2     -1      0     2    18
    2      0      0     0    19
    2      0      0     1    20
    2      0      0     2    21
    2      1      0     0    22
    2      1      0     1    23
    2      1      0     2    24
    2      2      0     0    25
    2      2      0     1    26
    2      2      0     2    27
