    0      0      0     0     1
    0      0      0     1     2
    0      0      0     2     3
    0      0      0     3     4
    0      0      0     4     5
    0      0      0     5     6
    0      0      0     6     7
    0      0      1     0     8
    0      0      1     1     9
    0      0      1     2    10
    0      0      1     3    11
    0      0      1     4    12
    0      0      1     5    13
    0      0      1     6    14
    0      0      2     0    15
    0      0      2     1    16
    0      0      2     2    17
    0      0      2     3    18
    0      0      2     4    19
    0      0      2     5    20
    0      0      2     6    21
    0      0      3     0    22
    0      0      3     1    23
    0      0      3     2    24
    0      0      3     3    25
    0      0      3     4    26
    0      0      3     5    27
    0      0      3     6    28
    0      0      4     0    29
    0      0      4     1    30
    0      0      4     2    31
    0      0      4     3    32
    0      0      4     4    33
    0      0      4     5    34
    0      0      4     6    35
    0      0      5     0    36
    0      0      5     1    37
    0      0      5     2    38
    0      0      5     3    39
    0      0      5     4    40
    0      0      5     5    41
    0      0      5     6    42
    0      0      6     0    43
    0      0      6     1    44
    0      0      6     2    45
    0      0      6     3    46
    0      0      6     4    47
    0      0      6     5    48
    0      0      6     6    49
    0      0      7     0    50
    0      0      7     1    51
    0      0      7     2    52
    0      0      7     3    53
    0      0      7     4    54
    0      0      7     5    55
    0      0      7     6    56
    0      0      8     0    57
    0      0      8     1    58
    0      0      8     2    59
    0      0      8     3    60
    0      0      8     4    61
    0      0      8     5    62
    0      0      8     6    63
    0      0      9     1    64
    0      0      9     2    65
    0      0      9     3    66
    0      0      9     4    67
    0      0      9     5    68
    0      0      9     6    69
    1     -1      0     0    70
    1     -1      0     1    71
    1     -1      0     2    72
    1     -1      0     3    73
    1     -1      0     4    74
    1     -1      0     5    75
    1     -1      0     6    76
    1     -1      1     0    77
    1     -1      1     1    78
    1     -1      1     2    79
    1     -1      1     3    80
    1     -1      1     4    81
    1     -1      1     5    82
    1     -1      1     6    83
    1     -1      2     0    84
    1     -1      2     1    85
    1     -1      2     2    86
    1     -1      2     3    87
    1     -1      2     4    88
    1     -1      2     5    89
    1     -1      2     6    90
    1     -1      3     0    91
    1     -1      3     1    92
    1     -1      3     2    93
    1     -1      3     3    94
    1     -1      3     4    95
    1     -1      3     5    96
    1     -1      3     6    97
    1     -1      4     0    98
    1     -1      4     1    99
    1     -1      4     2   100
    1     -1      4     3   101
    1     -1      4     4   102
    1     -1      4     5   103
    1     -1      4     6   104
    1     -1      5     0   105
    1     -1      5     1   106
    1     -1      5     2   107
    1     -1      5     3   108
    1     -1      5     4   109
    1     -1      5     5   110
    1     -1      5     6   111
    1     -1      6     0   112
    1     -1      6     1   113
    1     -1      6     2   114
    1     -1      6     3   115
    1     -1      6     4   116
    1     -1      6     5   117
    1     -1      6     6   118
    1     -1      7     0   119
    1     -1      7     1   120
    1     -1      7     2   121
    1     -1      7     3   122
    1     -1      7     4   123
    1     -1      7     5   124
    1     -1      7     6   125
    1     -1      8     0   126
    1     -1      8     1   127
    1     -1      8     2   128
    1     -1      8     3   129
    1     -1      8     4   130
    1     -1      8     5   131
    1     -1      8     6   132
    1     -1      9     1   133
    1     -1      9     2   134
    1     -1      9     3   135
    1     -1      9     4   136
    1     -1      9     5   137
    1     -1      9     6   138
    1      0      0     0   139
    1      0      0     1   140
    1      0      0     2   141
    1      0      0     3   142
    1      0      0     4   143
    1      0      0     5   144
    1      0      0     6   145
    1      0      1     0   146
    1      0      1     1   147
    1      0      1     2   148
    1      0      1     3   149
    1      0      1     4   150
    1      0      1     5   151
    1      0      1     6   152
    1      0      2     0   153
    1      0      2     1   154
    1      0      2     2   155
    1      0      2     3   156
    1      0      2     4   157
    1      0      2     5   158
    1      0      2     6   159
    1      0      3     0   160
    1      0      3     1   161
    1      0      3     2   162
    1      0      3     3   163
    1      0      3     4   164
    1      0      3     5   165
    1      0      3     6   166
    1      0      4     0   167
    1      0      4     1   168
    1      0      4     2   169
    1      0      4     3   170
    1      0      4     4   171
    1      0      4     5   172
    1      0      4     6   173
    1      0      5     0   174
    1      0      5     1   175
    1      0      5     2   176
    1      0      5     3   177
    1      0      5     4   178
    1      0      5     5   179
    1      0      5     6   180
    1      0      6     0   181
    1      0      6     1   182
    1      0      6     2   183
    1      0      6     3   184
    1      0      6     4   185
    1      0      6     5   186
    1      0      6     6   187
    1      0      7     0   188
    1      0      7     1   189
    1      0      7     2   190
    1      0      7     3   191
    1      0      7     4   192
    1      0      7     5   193
    1      0      7     6   194
    1      0      8     0   195
    1      0      8     1   196
    1      0      8     2   197
    1      0      8     3   198
    1      0      8     4   199
    1      0      8     5   200
    1      0      8     6   201
    1      0      9     1   202
    1      0      9     2   203
    1      0      9     3   204
    1      0      9     4   205
    1      0      9     5   206
    1      0      9     6   207
    1      1      0     0   208
    1      1      0     1   209
    1      1      0     2   210
    1      1      0     3   211
    1      1      0     4   212
    1      1      0     5   213
    1      1      0     6   214
    1      1      1     0   215
    1      1      1     1   216
    1      1      1     2   217
    1      1      1     3   218
    1      1      1     4   219
    1      1      1     5   220
    1      1      1     6   221
    1      1      2     0   222
    1      1      2     1   223
    1      1      2     2   224
    1      1      2     3   225
    1      1      2     4   226
    1      1      2     5   227
    1      1      2     6   228
    1      1      3     0   229
    1      1      3     1   230
    1      1      3     2   231
    1      1      3     3   232
    1      1      3     4   233
    1      1      3     5   234
    1      1      3     6   235
    1      1      4     0   236
    1      1      4     1   237
    1      1      4     2   238
    1      1      4     3   239
    1      1      4     4   240
    1      1      4     5   241
    1      1      4     6   242
    1      1      5     0   243
    1      1      5     1   244
    1      1      5     2   245
    1      1      5     3   246
    1      1      5     4   247
    1      1      5     5   248
    1      1      5     6   249
    1      1      6     0   250
    1      1      6     1   251
    1      1      6     2   252
    1      1      6     3   253
    1      1      6     4   254
    1      1      6     5   255
    1      1      6     6   256
    1      1      7     0   257
    1      1      7     1   258
    1      1      7     2   259
    1      1      7     3   260
    1      1      7     4   261
    1      1      7     5   262
    1      1      7     6   263
    1      1      8     0   264
    1      1      8     1   265
    1      1      8     2   266
    1      1      8     3   267
    1      1      8     4   268
    1      1      8     5   269
    1      1      8     6   270
    1      1      9     1   271
    1      1      9     2   272
    1      1      9     3   273
    1      1      9     4   274
    1      1      9     5   275
    1      1      9     6   276
    2     -2      0     0   277
    2     -2      0     1   278
    2     -2      0     2   279
    2     -2      0     3   280
    2     -2      0     4   281
    2     -2      0     5   282
    2     -2      0     6   283
    2     -2      1     0   284
    2     -2      1     1   285
    2     -2      1     2   286
    2     -2      1     3   287
    2     -2      1     4   288
    2     -2      1     5   289
    2     -2      1     6   290
    2     -2      2     0   291
    2     -2      2     1   292
    2     -2      2     2   293
    2     -2      2     3   294
    2     -2      2     4   295
    2     -2      2     5   296
    2     -2      2     6   297
    2     -2      3     0   298
    2     -2      3     1   299
    2     -2      3     2   300
    2     -2      3     3   301
    2     -2      3     4   302
    2     -2      3     5   303
    2     -2      3     6   304
    2     -2      4     0   305
    2     -2      4     1   306
    2     -2      4     2   307
    2     -2      4     3   308
    2     -2      4     4   309
    2     -2      4     5   310
    2     -2      4     6   311
    2     -2      5     0   312
    2     -2      5     1   313
    2     -2      5     2   314
    2     -2      5     3   315
    2     -2      5     4   316
    2     -2      5     5   317
    2     -2      5     6   318
    2     -2      6     0   319
    2     -2      6     1   320
    2     -2      6     2   321
    2     -2      6     3   322
    2     -2      6     4   323
    2     -2      6     5   324
    2     -2      6     6   325
    2     -2      7     0   326
    2     -2      7     1   327
    2     -2      7     2   328
    2     -2      7     3   329
    2     -2      7     4   330
    2     -2      7     5   331
    2     -2      7     6   332
    2     -2      8     0   333
    2     -2      8     1   334
    2     -2      8     2   335
    2     -2      8     3   336
    2     -2      8     4   337
    2     -2      8     5   338
    2     -2      8     6   339
    2     -2      9     1   340
    2     -2      9     2   341
    2     -2      9     3   342
    2     -2      9     4   343
    2     -2      9     5   344
    2     -2      9     6   345
    2     -1      0     0   346
    2     -1      0     1   347
    2     -1      0     2   348
    2     -1      0     3   349
    2     -1      0     4   350
    2     -1      0     5   351
    2     -1      0     6   352
    2     -1      1     0   353
    2     -1      1     1   354
    2     -1      1     2   355
    2     -1      1     3   356
    2     -1      1     4   357
    2     -1      1     5   358
    2     -1      1     6   359
    2     -1      2     0   360
    2     -1      2     1   361
    2     -1      2     2   362
    2     -1      2     3   363
    2     -1      2     4   364
    2     -1      2     5   365
    2     -1      2     6   366
    2     -1      3     0   367
    2     -1      3     1   368
    2     -1      3     2   369
    2     -1      3     3   370
    2     -1      3     4   371
    2     -1      3     5   372
    2     -1      3     6   373
    2     -1      4     0   374
    2     -1      4     1   375
    2     -1      4     2   376
    2     -1      4     3   377
    2     -1      4     4   378
    2     -1      4     5   379
    2     -1      4     6   380
    2     -1      5     0   381
    2     -1      5     1   382
    2     -1      5     2   383
    2     -1      5     3   384
    2     -1      5     4   385
    2     -1      5     5   386
    2     -1      5     6   387
    2     -1      6     0   388
    2     -1      6     1   389
    2     -1      6     2   390
    2     -1      6     3   391
    2     -1      6     4   392
    2     -1      6     5   393
    2     -1      6     6   394
    2     -1      7     0   395
    2     -1      7     1   396
    2     -1      7     2   397
    2     -1      7     3   398
    2     -1      7     4   399
    2     -1      7     5   400
    2     -1      7     6   401
    2     -1      8     0   402
    2     -1      8     1   403
    2     -1      8     2   404
    2     -1      8     3   405
    2     -1      8     4   406
    2     -1      8     5   407
    2     -1      8     6   408
    2     -1      9     1   409
    2     -1      9     2   410
    2     -1      9     3   411
    2     -1      9     4   412
    2     -1      9     5   413
    2     -1      9     6   414
    2      0      0     0   415
    2      0      0     1   416
    2      0      0     2   417
    2      0      0     3   418
    2      0      0     4   419
    2      0      0     5   420
    2      0      0     6   421
    2      0      1     0   422
    2      0      1     1   423
    2      0      1     2   424
    2      0      1     3   425
    2      0      1     4   426
    2      0      1     5   427
    2      0      1     6   428
    2      0      2     0   429
    2      0      2     1   430
    2      0      2     2   431
    2      0      2     3   432
    2      0      2     4   433
    2      0      2     5   434
    2      0      2     6   435
    2      0      3     0   436
    2      0      3     1   437
    2      0      3     2   438
    2      0      3     3   439
    2      0      3     4   440
    2      0      3     5   441
    2      0      3     6   442
    2      0      4     0   443
    2      0      4     1   444
    2      0      4     2   445
    2      0      4     3   446
    2      0      4     4   447
    2      0      4     5   448
    2      0      4     6   449
    2      0      5     0   450
    2      0      5     1   451
    2      0      5     2   452
    2      0      5     3   453
